verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_constr,cmpl_det,dir_he,preposition_1,preposition_2,preposition_3,preposition_4
400655,HLK[,MT,1_Chronicles,17,21,HLK,W MJ K <MK JFR>L GWJ >XD B >RY >CR HLK H >LHJM L PDWT LW <M L FWM LK CM GDLWT W NR>WT L GRC M PNJ <MK >CR PDJT M MYRJM GWJM,>CR HLK H >LHJM,H >LHJM,no complement,,,,,,,
400742,GLH[,MT,1_Chronicles,17,25,GLJT,KJ >TH >LHJ GLJT >T >ZN <BDK L BNWT LW BJT <L KN MY> <BDK L HTPLL L PNJK,KJ >TH GLJT >T >ZN <BDK,>TH,no complement,,,,,,,
400285,HLK[,MT,1_Chronicles,17,4,LK,LK W >MRT >L DWJD <BDJ KH >MR JHWH L> >TH TBNH LJ H BJT L CBT,LK,,no complement,,,,,,,
400311,<LH[,MT,1_Chronicles,17,5,H<LJTJ,KJ L> JCBTJ B BJT MN H JWM >CR H<LJTJ >T JFR>L <D H JWM H ZH W >HJH M >HL >L >HL W M MCKN,>CR H<LJTJ >T JFR>L,,no complement,,,,,,,
400331,HLK[,MT,1_Chronicles,17,6,HTHLKTJ,B KL >CR HTHLKTJ B KL JFR>L H DBR DBRTJ >T >XD CPVJ JFR>L >CR YWJTJ L R<WT >T <MJ L >MR LMH L> BNJTM LJ BJT >RZJM,>CR HTHLKTJ B KL JFR>L,,B KL JFR>L,prep,det,0,B,,,
400389,HLK[,MT,1_Chronicles,17,8,HLKT,W >HJH <MK B KL >CR HLKT W >KRJT >T KL >WJBJK M PNJK W <FJTJ LK CM K CM H GDWLJM >CR B >RY,>CR HLKT,,no complement,,,,,,,
401078,HLK[,MT,1_Chronicles,18,13,HLK,W JFM B >DWM NYJBJM W JHJW KL >DWM <BDJM L DWJD W JWC< JHWH >T DWJD B KL >CR HLK,>CR HLK,,no complement,,,,,,,
400836,HLK[,MT,1_Chronicles,18,3,LKTW,W JK DWJD >T HDD<ZR MLK YWBH XMTH B LKTW L HYJB JDW B NHR PRT,B LKTW,,no complement,,,,,,,
400871,BW>[,MT,1_Chronicles,18,5,JB>,W JB> >RM DRMFQ L <ZWR L HDD<ZR MLK YWBH W JK DWJD B >RM <FRJM W CNJM >LP >JC,W JB> >RM DRMFQ,>RM DRMFQ,no complement,,,,,,,
400912,HLK[,MT,1_Chronicles,18,6,HLK,W JFM DWJD B >RM DRMFQ W JHJ >RM L DWJD <BDJM NF>J MNXH W JWC< JHWH L DWJD B KL >CR HLK,>CR HLK,,no complement,,,,,,,
400926,BW>[,MT,1_Chronicles,18,7,JBJ>M,W JQX DWJD >T CLVJ H ZHB >CR HJW <L <BDJ HDD<ZR W JBJ>M JRWCLM,W JBJ>M JRWCLM,,JRWCLM,vc,det,0,,,,
401461,NWS[,MT,1_Chronicles,19,14,JNWSW,W JGC JW>B W H <M >CR <MW L PNJ >RM L MLXMH W JNWSW M PNJW,W JNWSW M PNJW,,M PNJW,prep,det,0,M,,,
401469,NWS[,MT,1_Chronicles,19,15,NS,W BNJ <MWN R>W KJ NS >RM W JNWSW GM HM M PNJ >BCJ >XJW W JB>W H <JRH W JB> JW>B JRWCLM,KJ NS >RM,>RM,no complement,,,,,,,
401472,NWS[,MT,1_Chronicles,19,15,JNWSW,W BNJ <MWN R>W KJ NS >RM W JNWSW GM HM M PNJ >BCJ >XJW W JB>W H <JRH W JB> JW>B JRWCLM,W JNWSW GM HM M PNJ >BCJ >XJW,GM HM,M PNJ >BCJ >XJW,prep,det,0,M,,,
401480,BW>[,MT,1_Chronicles,19,15,JB>W,W BNJ <MWN R>W KJ NS >RM W JNWSW GM HM M PNJ >BCJ >XJW W JB>W H <JRH W JB> JW>B JRWCLM,W JB>W H <JRH,,H <JRH,dir_he,det,1,,,,
401484,BW>[,MT,1_Chronicles,19,15,JB>,W BNJ <MWN R>W KJ NS >RM W JNWSW GM HM M PNJ >BCJ >XJW W JB>W H <JRH W JB> JW>B JRWCLM,W JB> JW>B JRWCLM,JW>B,JRWCLM,vc,det,0,,,,
401499,JY>[,MT,1_Chronicles,19,16,JWYJ>W,W JR> >RM KJ NGPW L PNJ JFR>L W JCLXW ML>KJM W JWYJ>W >T >RM >CR M <BR H NHR W CWPK FR YB> HDD<ZR L PNJHM,W JWYJ>W >T >RM,,no complement,,,,,,,
401524,<BR[,MT,1_Chronicles,19,17,J<BR,W JGD L DWJD W J>SP >T KL JFR>L W J<BR H JRDN W JB> >LHM W J<RK >LHM W J<RK DWJD L QR>T >RM MLXMH W JLXMW <MW,W J<BR H JRDN,,no complement,,,,,,,
401528,BW>[,MT,1_Chronicles,19,17,JB>,W JGD L DWJD W J>SP >T KL JFR>L W J<BR H JRDN W JB> >LHM W J<RK >LHM W J<RK DWJD L QR>T >RM MLXMH W JLXMW <MW,W JB> >LHM,,>LHM,prep,det,0,>LHM,,,
401544,NWS[,MT,1_Chronicles,19,18,JNS,W JNS >RM M L PNJ JFR>L W JHRG DWJD M >RM CB<T >LPJM RKB W >RB<JM >LP >JC RGLJ W >T CWPK FR H YB> HMJT,W JNS >RM M L PNJ JFR>L,>RM,M L PNJ JFR>L,prep + prep,det,0,M,L,,
401174,BW>[,MT,1_Chronicles,19,2,JB>W,W J>MR DWJD ><FH XSD <M XNWN BN NXC KJ <FH >BJW <MJ XSD W JCLX DWJD ML>KJM L NXMW <L >BJW W JB>W <BDJ DWJD >L >RY BNJ <MWN >L XNWN L NXMW,W JB>W <BDJ DWJD >L >RY BNJ <MWN >L XNWN,<BDJ DWJD,>L >RY BNJ <MWN,prep,det,0,>L,,,
401174,BW>[,MT,1_Chronicles,19,2,JB>W,W J>MR DWJD ><FH XSD <M XNWN BN NXC KJ <FH >BJW <MJ XSD W JCLX DWJD ML>KJM L NXMW <L >BJW W JB>W <BDJ DWJD >L >RY BNJ <MWN >L XNWN L NXMW,W JB>W <BDJ DWJD >L >RY BNJ <MWN >L XNWN,<BDJ DWJD,>L XNWN,prep,det,0,>L,,,
401217,BW>[,MT,1_Chronicles,19,3,B>W,W J>MRW FRJ BNJ <MWN L XNWN H MKBD DWJD >T >BJK B <JNJK KJ CLX LK MNXMJM H L> B <BWR L XQR W L HPK W L RGL H >RY B>W <BDJW >LJK,H L> B>W <BDJW >LJK,<BDJW,>LJK,prep,det,0,>LJK,,,
401241,HLK[,MT,1_Chronicles,19,5,JLKW,W JLKW W JGJDW L DWJD <L H >NCJM W JCLX L QR>TM KJ HJW H >NCJM NKLMJM M>D W J>MR H MLK CBW B JRXW <D >CR JYMX ZQNKM W CBTM,W JLKW,,no complement,,,,,,,
401271,CWB[,MT,1_Chronicles,19,5,CBTM,W JLKW W JGJDW L DWJD <L H >NCJM W JCLX L QR>TM KJ HJW H >NCJM NKLMJM M>D W J>MR H MLK CBW B JRXW <D >CR JYMX ZQNKM W CBTM,W CBTM,,no complement,,,,,,,
401321,BW>[,MT,1_Chronicles,19,7,JB>W,W JFKRW LHM CNJM W CLCJM >LP RKB W >T MLK M<KH W >T <MW W JB>W W JXNW L PNJ MJDB> W BNJ <MWN N>SPW M <RJHM W JB>W L MLXMH,W JB>W,,no complement,,,,,,,
401334,BW>[,MT,1_Chronicles,19,7,JB>W,W JFKRW LHM CNJM W CLCJM >LP RKB W >T MLK M<KH W >T <MW W JB>W W JXNW L PNJ MJDB> W BNJ <MWN N>SPW M <RJHM W JB>W L MLXMH,W JB>W L MLXMH,,L MLXMH,prep,det,0,L,,,
401352,JY>[,MT,1_Chronicles,19,9,JY>W,W JY>W BNJ <MWN W J<RKW MLXMH PTX H <JR W H MLKJM >CR B>W L BDM B FDH,W JY>W BNJ <MWN,BNJ <MWN,no complement,,,,,,,
401365,BW>[,MT,1_Chronicles,19,9,B>W,W JY>W BNJ <MWN W J<RKW MLXMH PTX H <JR W H MLKJM >CR B>W L BDM B FDH,>CR B>W,,no complement,,,,,,,
392084,BW>[,MT,1_Chronicles,2,21,B>,W >XR B> XYRWN >L BT MKJR >BJ GL<D W HW> LQXH W HW> BN CCJM CNH W TLD LW >T FGWB,W >XR B> XYRWN >L BT MKJR >BJ GL<D,XYRWN,>L BT MKJR >BJ GL<D,prep,det,0,>L,,,
392509,JY>[,MT,1_Chronicles,2,53,JY>W,W MCPXWT QRJT_J<RJM H JTRJ W H PWTJ W H CMTJ W H MCR<J M >LH JY>W H YR<TJ W H >CT>LJ,M >LH JY>W H YR<TJ W H >CT>LJ,H YR<TJ W H >CT>LJ,M >LH,prep,det,0,M,,,
392539,BW>[,MT,1_Chronicles,2,55,B>JM,W MCPXWT SPRJM JCBW J<BY TR<TJM CM<TJM FWKTJM HMH H QJNJM H B>JM M XMT >BJ BJT RKB,H B>JM M XMT >BJ BJT RKB,,M XMT >BJ BJT RKB,prep,det,0,M,,,
401604,JY>[,MT,1_Chronicles,20,1,Y>T,W JHJ L <T TCWBT H CNH L <T Y>T H MLKJM W JNHG JW>B >T XJL H YB> W JCXT >T >RY BNJ <MWN W JB> W JYR >T RBH W DWJD JCB B JRWCLM W JK JW>B >T RBH W JHRSH,Y>T H MLKJM,H MLKJM,no complement,,,,,,,
401621,BW>[,MT,1_Chronicles,20,1,JB>,W JHJ L <T TCWBT H CNH L <T Y>T H MLKJM W JNHG JW>B >T XJL H YB> W JCXT >T >RY BNJ <MWN W JB> W JYR >T RBH W DWJD JCB B JRWCLM W JK JW>B >T RBH W JHRSH,W JB>,,no complement,,,,,,,
401665,JY>[,MT,1_Chronicles,20,2,HWYJ>,W JQX DWJD >T <VRT MLKM M <L R>CW W JMY>H MCQL KKR ZHB W BH >BN JQRH W THJ <L R>C DWJD W CLL H <JR HWYJ> HRBH M>D,W CLL H <JR HWYJ> HRBH M>D,,no complement,,,,,,,
401674,JY>[,MT,1_Chronicles,20,3,HWYJ>,W >T H <M >CR BH HWYJ> W JFR B MGRH W B XRJYJ H BRZL W B MGRWT W KN J<FH DWJD L KL <RJ BNJ <MWN W JCB DWJD W KL H <M JRWCLM,W >T H <M HWYJ>,,no complement,,,,,,,
401699,CWB[,MT,1_Chronicles,20,3,JCB,W >T H <M >CR BH HWYJ> W JFR B MGRH W B XRJYJ H BRZL W B MGRWT W KN J<FH DWJD L KL <RJ BNJ <MWN W JCB DWJD W KL H <M JRWCLM,W JCB DWJD W KL H <M JRWCLM,DWJD W KL H <M,JRWCLM,vc,det,0,,,,
401797,NPL[,MT,1_Chronicles,20,8,JPLW,>L NWLDW L H RP> B GT W JPLW B JD DWJD W B JD <BDJW,W JPLW B JD DWJD W B JD <BDJW,,no complement,,,,,,,
401989,HLK[,MT,1_Chronicles,21,10,LK,LK W DBRT >L DWJD L >MR KH >MR JHWH CLWC >NJ NVH <LJK BXR LK >XT M HNH W ><FH LK,LK,,no complement,,,,,,,
402012,BW>[,MT,1_Chronicles,21,11,JB>,W JB> GD >L DWJD W J>MR LW KH >MR JHWH QBL LK,W JB> GD >L DWJD,GD,>L DWJD,prep,det,0,>L,,,
402064,CWB[,MT,1_Chronicles,21,12,>CJB,>M CLWC CNJM R<B W >M CLCH XDCJM NSPH M PNJ YRJK W XRB >WJBK L MFGT W >M CLCT JMJM XRB JHWH W DBR B >RY W ML>K JHWH MCXJT B KL GBWL JFR>L W <TH R>H MH >CJB >T CLXJ DBR,MH >CJB >T CLXJ DBR,,no complement,,,,,,,
402076,NPL[,MT,1_Chronicles,21,13,>PLH,W J>MR DWJD >L GD YR LJ M>D >PLH N> B JD JHWH KJ RBJM RXMJW M>D W B JD >DM >L >PL,>PLH N> B JD JHWH,,B JD JHWH,prep,det,0,B,,,
402090,NPL[,MT,1_Chronicles,21,13,>PL,W J>MR DWJD >L GD YR LJ M>D >PLH N> B JD JHWH KJ RBJM RXMJW M>D W B JD >DM >L >PL,W B JD >DM >L >PL,,B JD >DM,prep,det,0,B,,,
402098,NPL[,MT,1_Chronicles,21,14,JPL,W JTN JHWH DBR B JFR>L W JPL M JFR>L CB<JM >LP >JC,W JPL M JFR>L CB<JM >LP >JC,CB<JM >LP >JC,M JFR>L,prep,det,0,M,,,
402170,NPL[,MT,1_Chronicles,21,16,JPL,W JF> DWJD >T <JNJW W JR> >T ML>K JHWH <MD BJN H >RY W BJN H CMJM W XRBW CLWPH B JDW NVWJH <L JRWCLM W JPL DWJD W H ZQNJM MKSJM B FQJM <L PNJHM,W JPL DWJD W H ZQNJM <L PNJHM,DWJD W H ZQNJM,<L PNJHM,prep,det,0,<L,,,
402237,<LH[,MT,1_Chronicles,21,18,J<LH,W ML>K JHWH >MR >L GD L >MR L DWJD KJ J<LH DWJD L HQJM MZBX L JHWH B GRN >RNN H JBSJ,KJ J<LH DWJD,DWJD,no complement,,,,,,,
402250,<LH[,MT,1_Chronicles,21,19,J<L,W J<L DWJD B DBR GD >CR DBR B CM JHWH,W J<L DWJD B DBR GD,DWJD,no complement,,,,,,,
401828,HLK[,MT,1_Chronicles,21,2,LKW,W J>MR DWJD >L JW>B W >L FRJ H <M LKW SPRW >T JFR>L M B>R CB< W <D DN W HBJ>W >LJ W >D<H >T MSPRM,LKW,,no complement,,,,,,,
401839,BW>[,MT,1_Chronicles,21,2,HBJ>W,W J>MR DWJD >L JW>B W >L FRJ H <M LKW SPRW >T JFR>L M B>R CB< W <D DN W HBJ>W >LJ W >D<H >T MSPRM,W HBJ>W >LJ,,>LJ,prep,det,0,>LJ,,,
402261,CWB[,MT,1_Chronicles,21,20,JCB,W JCB >RNN W JR> >T H ML>K W >RB<T BNJW <MW MTXB>JM W >RNN DC XVJM,W JCB >RNN,>RNN,no complement,,,,,,,
402278,BW>[,MT,1_Chronicles,21,21,JB>,W JB> DWJD <D >RNN W JBV >RNN W JR> >T DWJD W JY> MN H GRN W JCTXW L DWJD >PJM >RYH,W JB> DWJD <D >RNN,DWJD,<D >RNN,prep,det,0,<D,,,
402290,JY>[,MT,1_Chronicles,21,21,JY>,W JB> DWJD <D >RNN W JBV >RNN W JR> >T DWJD W JY> MN H GRN W JCTXW L DWJD >PJM >RYH,W JY> MN H GRN,,MN H GRN,prep,det,0,MN,,,
402389,<LH[,MT,1_Chronicles,21,24,H<LWT,W J>MR H MLK DWJD L >RNN L> KJ QNH >QNH B KSP ML> KJ L> >F> >CR LK L JHWH W H<LWT <WLH XNM,W H<LWT <WLH XNM,,no complement,,,,,,,
402413,<LH[,MT,1_Chronicles,21,26,J<L,W JBN CM DWJD MZBX L JHWH W J<L <LWT W CLMJM W JQR> >L JHWH W J<NHW B >C MN H CMJM <L MZBX H <LH,W J<L <LWT W CLMJM,,no complement,,,,,,,
402440,CWB[,MT,1_Chronicles,21,27,JCB,W J>MR JHWH L ML>K W JCB XRBW >L NDNH,W JCB XRBW >L NDNH,,>L NDNH,prep,det,0,>L,,,
402491,HLK[,MT,1_Chronicles,21,30,LKT,W L> JKL DWJD L LKT L PNJW L DRC >LHJM KJ NB<T M PNJ XRB ML>K JHWH,L LKT L PNJW,,L PNJW,prep,det,0,L,,,
401883,JY>[,MT,1_Chronicles,21,4,JY>,W DBR H MLK XZQ <L JW>B W JY> JW>B W JTHLK B KL JFR>L W JB> JRWCLM,W JY> JW>B,JW>B,no complement,,,,,,,
401886,HLK[,MT,1_Chronicles,21,4,JTHLK,W DBR H MLK XZQ <L JW>B W JY> JW>B W JTHLK B KL JFR>L W JB> JRWCLM,W JTHLK B KL JFR>L,,B KL JFR>L,prep,det,0,B,,,
401891,BW>[,MT,1_Chronicles,21,4,JB>,W DBR H MLK XZQ <L JW>B W JY> JW>B W JTHLK B KL JFR>L W JB> JRWCLM,W JB> JRWCLM,,JRWCLM,vc,det,0,,,,
401972,<BR[,MT,1_Chronicles,21,8,H<BR,W J>MR DWJD >L H >LHJM XV>TJ M>D >CR <FJTJ >T H DBR H ZH W <TH H<BR N> >T <WWN <BDK KJ NSKLTJ M>D,H<BR N> >T <WWN <BDK,,no complement,,,,,,,
402896,NWX[,MT,1_Chronicles,22,18,HNJX,H L> JHWH >LHJKM <MKM W HNJX LKM M SBJB KJ NTN B JDJ >T JCBJ H >RY W NKBCH H >RY L PNJ JHWH W L PNJ <MW,W HNJX LKM M SBJB,,LKM,prep,det,0,LKM,,,
402939,BW>[,MT,1_Chronicles,22,19,HBJ>,<TH TNW LBBKM W NPCKM L DRWC L JHWH >LHJKM W QWMW W BNW >T MQDC JHWH H >LHJM L HBJ> >T >RWN BRJT JHWH W KLJ QDC H >LHJM L BJT H NBNH L CM JHWH,L HBJ> >T >RWN BRJT JHWH W KLJ QDC H >LHJM L BJT,,L BJT,prep,det,0,L,,,
402574,BW>[,MT,1_Chronicles,22,4,HBJ>W,W <YJ >RZJM L >JN MSPR KJ HBJ>W H YJDNJM W H YRJM <YJ >RZJM L RB L DWJD,KJ HBJ>W H YJDNJM W H YRJM <YJ >RZJM L RB L DWJD,H YJDNJM W H YRJM,L DWJD,prep,det,0,L,,,
402692,NWX[,MT,1_Chronicles,22,9,HNXWTJ,HNH BN NWLD LK HW> JHJH >JC MNWXH W HNXWTJ LW M KL >WJBJW M SBJB KJ CLMH JHJH CMW W CLWM W CQV >TN <L JFR>L B JMJW,W HNXWTJ LW M KL >WJBJW M SBJB,,LW,prep,det,0,LW,,,
402692,NWX[,MT,1_Chronicles,22,9,HNXWTJ,HNH BN NWLD LK HW> JHJH >JC MNWXH W HNXWTJ LW M KL >WJBJW M SBJB KJ CLMH JHJH CMW W CLWM W CQV >TN <L JFR>L B JMJW,W HNXWTJ LW M KL >WJBJW M SBJB,,M KL >WJBJW,prep,det,0,M,,,
403292,NWX[,MT,1_Chronicles,23,25,HNJX,KJ >MR DWJD HNJX JHWH >LHJ JFR>L L <MW W JCKN B JRWCLM <D L <WLM,HNJX JHWH >LHJ JFR>L L <MW,JHWH >LHJ JFR>L,L <MW,prep,det,0,L,,,
403421,<LH[,MT,1_Chronicles,23,31,H<LWT,W L KL H<LWT <LWT L JHWH L CBTWT L XDCJM W L M<DJM B MSPR K MCPV <LJHM TMJD L PNJ JHWH,H<LWT <LWT L JHWH L CBTWT L XDCJM W L M<DJM B MSPR K MCPV <LJHM TMJD L PNJ JHWH,,L JHWH,prep,det,0,L,,,
403722,BW>[,MT,1_Chronicles,24,19,BW>,>LH PQDTM L <BDTM L BW> L BJT JHWH K MCPVM B JD >HRN >BJHM K >CR YWHW JHWH >LHJ JFR>L,L BW> L BJT JHWH K MCPVM B JD >HRN >BJHM,,L BJT JHWH,prep,det,0,L,,,
403842,NPL[,MT,1_Chronicles,24,31,JPJLW,W JPJLW GM HM GWRLWT L <MT >XJHM BNJ >HRN L PNJ DWJD H MLK W YDWQ W >XJMLK W R>CJ H >BWT L KHNJM W L LWJM >BWT H R>C L <MT >XJW H QVN,W JPJLW GM HM GWRLWT L <MT >XJHM BNJ >HRN L PNJ DWJD H MLK W YDWQ W >XJMLK W R>CJ H >BWT L KHNJM W L LWJM,GM HM,no complement,,,,,,,
403613,JY>[,MT,1_Chronicles,24,7,JY>,W JY> H GWRL H R>CWN L JHWJRJB L JD<JH H CNJ,W JY> H GWRL H R>CWN L JHWJRJB,H GWRL H R>CWN,L JHWJRJB,prep,det,0,L,,,
404053,NPL[,MT,1_Chronicles,25,8,JPJLW,W JPJLW GWRLWT MCMRT L <MT K QVN K GDWL MBJN <M TLMJD,W JPJLW GWRLWT MCMRT L <MT K QVN K GDWL MBJN <M TLMJD,,no complement,,,,,,,
404068,JY>[,MT,1_Chronicles,25,9,JY>,W JY> H GWRL H R>CWN L >SP L JWSP GDLJHW H CNJ HW> W >XJW W BNJW CNJM <FR,W JY> H GWRL H R>CWN L >SP L JWSP,H GWRL H R>CWN L >SP,L JWSP,prep,det,0,L,,,
404479,NPL[,MT,1_Chronicles,26,13,JPJLW,W JPJLW GWRLWT K QVN K GDWL L BJT >BWTM L C<R W C<R,W JPJLW GWRLWT K QVN K GDWL L BJT >BWTM L C<R W C<R,,L BJT >BWTM,prep,det,0,L,,,
404479,NPL[,MT,1_Chronicles,26,13,JPJLW,W JPJLW GWRLWT K QVN K GDWL L BJT >BWTM L C<R W C<R,W JPJLW GWRLWT K QVN K GDWL L BJT >BWTM L C<R W C<R,,L C<R W C<R,prep,det,0,L,,,
404495,NPL[,MT,1_Chronicles,26,14,JPL,W JPL H GWRL MZRXH L CLMJHW W ZKRJHW BNW JW<Y B FKL HPJLW GWRLWT W JY> GWRLW YPWNH,W JPL H GWRL MZRXH L CLMJHW,H GWRL,MZRXH,dir_he,det,1,,,,
404507,NPL[,MT,1_Chronicles,26,14,HPJLW,W JPL H GWRL MZRXH L CLMJHW W ZKRJHW BNW JW<Y B FKL HPJLW GWRLWT W JY> GWRLW YPWNH,HPJLW GWRLWT,,no complement,,,,,,,
404510,JY>[,MT,1_Chronicles,26,14,JY>,W JPL H GWRL MZRXH L CLMJHW W ZKRJHW BNW JW<Y B FKL HPJLW GWRLWT W JY> GWRLW YPWNH,W JY> GWRLW YPWNH,GWRLW,YPWNH,dir_he,det,1,,,,
404537,<LH[,MT,1_Chronicles,26,16,<WLH,L CPJM W L XSH L M<RB <M C<R CLKT B MSLH H <WLH MCMR L <MT MCMR,H <WLH MCMR L <MT MCMR,,no complement,,,,,,,
404883,BW>[,MT,1_Chronicles,27,1,B>H,W BNJ JFR>L L MSPRM R>CJ H >BWT W FRJ H >LPJM W H M>WT W CVRJHM H MCRTJM >T H MLK L KL DBR H MXLQWT H B>H W H JY>T XDC B XDC L KL XDCJ H CNH H MXLQT H >XT <FRJM W >RB<H >LP,H B>H XDC B XDC L KL XDCJ H CNH,,no complement,,,,,,,
404886,JY>[,MT,1_Chronicles,27,1,JY>T,W BNJ JFR>L L MSPRM R>CJ H >BWT W FRJ H >LPJM W H M>WT W CVRJHM H MCRTJM >T H MLK L KL DBR H MXLQWT H B>H W H JY>T XDC B XDC L KL XDCJ H CNH H MXLQT H >XT <FRJM W >RB<H >LP,W H JY>T,,no complement,,,,,,,
405300,<LH[,MT,1_Chronicles,27,24,<LH,JW>B BN YRWJH HXL L MNWT W L> KLH W JHJ B Z>T QYP <L JFR>L W L> <LH H MSPR B MSPR DBRJ H JMJM L MLK DWJD,W L> <LH H MSPR B MSPR DBRJ H JMJM L MLK DWJD,H MSPR,B MSPR DBRJ H JMJM L MLK DWJD,prep + prep,det,0,B,L,,
405494,QHL[,MT,1_Chronicles,28,1,JQHL,W JQHL DWJD >T KL FRJ JFR>L FRJ H CBVJM W FRJ H MXLQWT H MCRTJM >T H MLK W FRJ H >LPJM W FRJ H M>WT W FRJ KL RKWC W MQNH L MLK W L BNJW <M H SRJSJM W H GBWRJM W L KL GBWR XJL >L JRWCLM,W JQHL DWJD >T KL FRJ JFR>L FRJ H CBVJM W FRJ H MXLQWT W FRJ H >LPJM W FRJ H M>WT W FRJ KL RKWC W MQNH L MLK W L BNJW <M H SRJSJM W H GBWRJM W L KL GBWR XJL >L JRWCLM,DWJD,>L JRWCLM,prep,det,0,>L,,,
406612,<LH[,MT,1_Chronicles,29,21,J<LW,W JZBXW L JHWH ZBXJM W J<LW <LWT L JHWH L MXRT H JWM H HW> PRJM >LP >JLJM >LP KBFJM >LP W NSKJHM W ZBXJM L RB L KL JFR>L,W J<LW <LWT L JHWH L MXRT H JWM H HW> L KL JFR>L,,L JHWH,prep,det,0,L,,,
406816,<BR[,MT,1_Chronicles,29,30,<BRW,<M KL MLKWTW W GBWRTW W H <TJM >CR <BRW <LJW W <L JFR>L W <L KL MMLKWT H >RYWT,>CR <BRW <LJW W <L JFR>L W <L KL MMLKWT H >RYWT,,<LJW W <L JFR>L W <L KL MMLKWT H >RYWT,prep,det,0,<LJW,<L,<L,
392967,BW>[,MT,1_Chronicles,4,10,JB>,W JQR> J<BY L >LHJ JFR>L L >MR >M BRK TBRKNJ W HRBJT >T GBWLJ W HJTH JDK <MJ W <FJT M R<H L BLTJ <YBJ W JB> >LHJM >T >CR C>L,W JB> >LHJM,>LHJM,no complement,,,,,,,
393344,BW>[,MT,1_Chronicles,4,38,B>JM,>LH H B>JM B CMWT NFJ>JM B MCPXWTM W BJT >BWTJHM PRYW L RWB,H B>JM B CMWT,,B CMWT,prep,det,0,B,,,
393357,HLK[,MT,1_Chronicles,4,39,JLKW,W JLKW L MBW> GDR <D L MZRX H GJ> L BQC MR<H L Y>NM,W JLKW L MBW> GDR <D L MZRX H GJ>,,L MBW> GDR,prep,det,0,L,,,
393395,BW>[,MT,1_Chronicles,4,41,JB>W,W JB>W >LH H KTWBJM B CMWT B JMJ JXZQJHW MLK JHWDH W JKW >T >HLJHM W >T H M<JNJM >CR NMY>W CMH W JXRJMM <D H JWM H ZH W JCBW TXTJHM KJ MR<H L Y>NM CM,W JB>W >LH,>LH,no complement,,,,,,,
393437,HLK[,MT,1_Chronicles,4,42,HLKW,W MHM MN BNJ CM<WN HLKW L HR F<JR >NCJM XMC M>WT W PLVJH W N<RJH W RPJH W <ZJ>L BNJ JC<J B R>CM,W MHM MN BNJ CM<WN HLKW L HR F<JR >NCJM XMC M>WT,MHM MN BNJ CM<WN,L HR F<JR,prep,det,0,L,,,
393610,NPL[,MT,1_Chronicles,5,10,JPLW,W B JMJ C>WL <FW MLXMH <M H HGR>JM W JPLW B JDM W JCBW B >HLJHM <L KL PNJ MZRX L GL<D,W JPLW B JDM,,B JDM,prep,det,0,B,,,
393757,JY>[,MT,1_Chronicles,5,18,JY>J,BNJ R>WBN W GDJ W XYJ CBV MNCH MN BNJ XJL >NCJM NF>J MGN W XRB W DRKJ QCT W LMWDJ MLXMH >RB<JM W >RB<H >LP W CB< M>WT W CCJM JY>J YB>,JY>J YB>,,no complement,,,,,,,
393820,NPL[,MT,1_Chronicles,5,22,NPLW,KJ XLLJM RBJM NPLW KJ M H >LHJM H MLXMH W JCBW TXTJHM <D H GLH,KJ XLLJM RBJM NPLW,XLLJM RBJM,no complement,,,,,,,
393914,GLH[,MT,1_Chronicles,5,26,JGLM,W J<R >LHJ JFR>L >T RWX PWL MLK >CWR W >T RWX TLGT_PLNSR MLK >CWR W JGLM L R>WBNJ W L GDJ W L XYJ CBV MNCH W JBJ>M L XLX W XBWR W HR> W NHR GWZN <D H JWM H ZH,W JGLM L R>WBNJ W L GDJ W L XYJ CBV MNCH,,no complement,,,,,,,
393928,BW>[,MT,1_Chronicles,5,26,JBJ>M,W J<R >LHJ JFR>L >T RWX PWL MLK >CWR W >T RWX TLGT_PLNSR MLK >CWR W JGLM L R>WBNJ W L GDJ W L XYJ CBV MNCH W JBJ>M L XLX W XBWR W HR> W NHR GWZN <D H JWM H ZH,W JBJ>M L XLX W XBWR W HR> W NHR GWZN <D H JWM H ZH,,L XLX W XBWR W HR> W NHR GWZN,prep,det,0,L,,,
394090,HLK[,MT,1_Chronicles,5,41,HLK,W JHWYDQ HLK B HGLWT JHWH >T JHWDH W JRWCLM B JD NBKDN>YR,W JHWYDQ HLK,JHWYDQ,no complement,,,,,,,
394092,GLH[,MT,1_Chronicles,5,41,HGLWT,W JHWYDQ HLK B HGLWT JHWH >T JHWDH W JRWCLM B JD NBKDN>YR,B HGLWT JHWH >T JHWDH W JRWCLM B JD NBKDN>YR,JHWH,no complement,,,,,,,
393541,GLH[,MT,1_Chronicles,5,6,HGLH,B>RH BNW >CR HGLH TLGT_PLN>SR MLK >CR HW> NFJ> L R>WBNJ,>CR HGLH TLGT_PLN>SR MLK >CR,TLGT_PLN>SR MLK >CR,no complement,,,,,,,
393587,BW>[,MT,1_Chronicles,5,9,BW>,W L MZRX JCB <D L BW> MDBRH L MN H NHR PRT KJ MQNJHM RBW B >RY GL<D,<D L BW> MDBRH L MN H NHR PRT,,MDBRH,dir_he,det,1,,,,
